"delta_t","5","4","1","3","2","7"
40.15,9.088,NA,11.385,NA,11.345,10.667
40.151,NA,11.091,NA,11.556,NA,NA
40.317,9.085,11.078,11.371,11.563,11.34,10.664
40.483,NA,NA,NA,NA,NA,10.662
40.484,9.087,11.082,11.377,11.556,11.341,NA
40.65,9.086,NA,NA,NA,NA,10.664
40.651,NA,11.085,11.369,11.56,11.335,NA
40.817,9.087,11.084,11.369,11.547,11.336,10.662
40.983,NA,NA,NA,NA,NA,10.662
40.984,9.089,11.076,11.37,11.554,11.33,NA
41.15,9.087,11.086,11.361,NA,11.329,10.657
41.151,NA,NA,NA,11.549,NA,NA
41.317,9.083,11.085,11.364,11.546,11.33,10.659
41.483,NA,NA,NA,NA,NA,10.66
41.484,9.078,11.086,11.358,11.536,11.327,NA
41.65,9.077,NA,11.353,11.535,11.319,10.656
41.651,NA,11.086,NA,NA,NA,NA
41.817,9.076,11.077,11.345,11.538,11.321,10.644
41.983,NA,NA,NA,11.533,11.311,NA
41.984,9.07,11.081,11.349,NA,NA,10.656
42.15,NA,11.074,NA,NA,NA,10.649
42.151,9.079,NA,11.353,11.53,11.319,NA
42.317,9.066,11.082,11.355,11.524,11.309,10.653
42.483,9.071,NA,11.337,NA,NA,10.645
42.484,NA,11.075,NA,11.536,11.304,NA
42.65,9.069,NA,11.35,NA,NA,10.654
42.651,NA,11.077,NA,11.532,11.302,NA
42.817,9.065,11.076,11.347,11.53,11.288,10.644
42.983,NA,NA,NA,NA,NA,10.641
42.984,9.069,11.08,11.338,11.529,11.305,NA
43.15,9.07,NA,11.332,NA,NA,NA
43.151,NA,11.075,NA,11.527,11.301,10.648
43.317,9.066,11.08,11.327,11.525,11.29,10.648
43.483,9.062,NA,NA,NA,NA,NA
43.484,NA,11.078,11.32,11.527,11.277,10.646
43.65,9.058,11.073,11.331,11.52,NA,10.642
43.651,NA,NA,NA,NA,11.278,NA
43.817,9.081,11.088,11.327,11.514,11.281,10.635
43.983,9.095,NA,NA,NA,NA,NA
43.984,NA,11.108,11.343,11.512,11.299,10.64
44.15,9.107,11.129,11.363,11.517,NA,10.648
44.151,NA,NA,NA,NA,11.308,NA
44.317,9.114,11.139,11.38,11.525,11.343,10.678
44.483,NA,NA,11.398,11.543,11.352,10.683
44.484,9.119,11.153,NA,NA,NA,NA
44.65,9.128,11.161,11.4,NA,11.367,10.697
44.651,NA,NA,NA,11.562,NA,NA
44.817,9.12,11.173,11.406,11.569,11.371,10.706
44.984,9.128,11.174,11.409,11.561,11.377,10.71
45.15,9.125,11.186,11.411,NA,11.374,10.713
45.151,NA,NA,NA,11.571,NA,NA
45.317,9.132,11.185,11.415,11.567,11.379,10.718
45.484,9.128,11.198,11.416,11.596,11.377,10.718
45.65,9.129,11.202,11.409,NA,11.384,10.722
45.651,NA,NA,NA,11.594,NA,NA
45.817,9.133,11.203,11.412,11.584,11.379,10.737
45.983,NA,11.209,11.407,11.589,NA,10.724
45.984,9.132,NA,NA,NA,11.382,NA
46.15,NA,11.214,11.407,11.596,NA,10.728
46.151,9.133,NA,NA,NA,11.379,NA
46.317,9.131,11.205,11.408,11.598,11.383,10.729
46.483,NA,NA,NA,NA,NA,10.735
46.484,9.13,11.213,11.409,11.591,11.38,NA
46.65,NA,NA,11.4,11.6,NA,10.73
46.651,9.132,11.205,NA,NA,11.376,NA
46.817,9.125,11.211,11.392,11.599,11.368,10.733
46.983,NA,NA,NA,11.603,NA,10.722
46.984,9.131,11.209,11.387,NA,11.377,NA
47.15,NA,NA,11.397,11.602,11.371,10.726
47.151,9.127,11.213,NA,NA,NA,NA
47.317,9.134,11.219,11.384,11.602,11.371,10.726
47.484,9.129,11.221,11.387,11.59,11.367,10.733
47.65,9.134,11.226,NA,11.598,NA,10.729
47.651,NA,NA,11.388,NA,11.365,NA
47.817,9.134,11.221,11.382,11.593,11.361,10.733
47.983,9.139,NA,NA,11.594,NA,NA
47.984,NA,11.22,11.392,NA,11.36,10.732
48.15,9.128,11.232,NA,11.592,11.371,10.733
48.151,NA,NA,11.384,NA,NA,NA
48.317,9.125,11.237,11.375,11.597,11.372,10.731
48.483,NA,NA,NA,11.6,NA,NA
48.484,9.127,11.236,11.375,NA,11.366,10.725
48.65,9.122,NA,11.377,11.61,11.35,NA
48.651,NA,11.234,NA,NA,NA,10.726
48.817,9.128,11.234,11.38,11.601,11.366,10.725
48.983,9.127,NA,NA,11.606,11.363,NA
48.984,NA,11.234,11.376,NA,NA,10.727
49.15,NA,11.23,11.378,NA,11.362,10.723
49.151,9.13,NA,NA,11.594,NA,NA
49.317,9.125,11.243,11.373,11.602,11.355,10.732
49.483,NA,NA,NA,NA,NA,10.731
49.484,9.129,11.232,11.374,11.6,11.351,NA
49.65,9.127,11.238,NA,11.604,11.357,NA
49.651,NA,NA,11.373,NA,NA,10.729
49.817,9.131,11.234,11.369,11.602,11.358,10.731
49.983,9.12,11.248,NA,NA,11.356,NA
49.984,NA,NA,11.362,11.598,NA,10.732
50.15,9.136,11.255,NA,11.587,11.358,NA
50.151,NA,NA,11.37,NA,NA,10.72
50.317,9.139,11.256,11.378,11.567,11.349,10.72
50.483,9.137,NA,NA,NA,NA,NA
50.484,NA,11.253,11.365,11.557,11.354,10.711
