"delta_t","3","1","2","4","5","7"
1.164,NA,10.092,11.687,10.243,8.841,NA
1.165,13.122,NA,NA,NA,NA,10.594
1.331,NA,10.096,NA,10.235,NA,10.58
1.332,13.114,NA,11.693,NA,8.836,NA
1.498,13.118,10.089,11.684,10.218,8.824,10.561
1.664,NA,10.087,NA,10.225,NA,10.562
1.665,13.113,NA,11.688,NA,8.805,NA
1.831,13.111,10.084,11.665,10.22,8.8,10.541
1.998,13.108,10.081,11.665,10.215,8.785,10.526
2.164,NA,10.072,NA,NA,NA,NA
2.165,13.107,NA,11.663,10.202,8.774,10.518
2.331,13.096,10.081,11.662,10.195,NA,NA
2.332,NA,NA,NA,NA,8.768,10.51
2.498,13.1,10.07,11.65,10.195,8.756,10.504
2.664,13.093,NA,NA,NA,NA,NA
2.665,NA,10.074,11.638,10.186,8.757,10.483
2.831,13.093,10.063,11.638,NA,8.745,10.478
2.832,NA,NA,NA,10.191,NA,NA
2.998,13.081,10.053,11.63,10.175,8.738,10.464
3.164,13.077,NA,11.624,NA,8.731,NA
3.165,NA,10.062,NA,10.179,NA,10.465
3.331,NA,NA,11.609,10.173,NA,10.447
3.332,13.076,10.05,NA,NA,8.721,NA
3.498,13.069,10.055,11.61,10.164,8.718,10.437
3.664,NA,NA,11.599,10.162,NA,NA
3.665,13.064,10.048,NA,NA,8.713,10.432
3.831,13.065,NA,11.6,10.158,NA,NA
3.832,NA,10.054,NA,NA,8.709,10.427
3.998,13.062,10.051,11.589,10.154,8.704,10.411
4.164,13.054,NA,11.583,10.149,NA,NA
4.165,NA,10.051,NA,NA,8.693,10.414
4.331,13.053,NA,11.584,10.144,NA,NA
4.332,NA,10.048,NA,NA,8.686,10.399
4.498,13.055,10.043,11.58,10.143,8.689,10.394
4.665,13.054,10.041,11.576,10.13,8.678,10.388
4.831,NA,10.035,NA,10.132,8.685,10.379
4.832,13.049,NA,11.568,NA,NA,NA
4.998,NA,10.027,NA,10.129,8.673,10.37
4.999,13.043,NA,11.568,NA,NA,NA
5.164,NA,10.026,NA,10.125,8.672,10.365
5.165,13.04,NA,11.56,NA,NA,NA
5.331,13.042,NA,NA,10.119,8.666,10.355
5.332,NA,10.031,11.547,NA,NA,NA
5.498,13.03,10.028,11.545,10.117,8.662,10.355
5.664,13.034,10.022,11.543,NA,NA,NA
5.665,NA,NA,NA,10.111,8.655,10.35
5.831,13.032,10.024,11.538,10.114,8.66,10.338
5.998,13.034,10.023,11.532,10.098,8.644,10.327
