"delta_t","4","3","7","1","5","2"
35.166,10.458,11.686,10.061,10.747,9.817,10.822
35.333,10.458,11.692,10.064,10.75,9.81,10.826
35.499,NA,NA,10.063,NA,NA,10.831
35.5,10.456,11.707,NA,10.753,9.809,NA
35.666,NA,11.7,10.062,NA,NA,NA
35.667,10.453,NA,NA,10.753,9.814,10.83
35.833,10.46,11.696,10.07,10.752,9.818,10.808
35.999,NA,NA,10.064,NA,NA,NA
36,10.463,11.688,NA,10.738,9.818,10.821
36.166,10.465,11.702,10.062,10.744,9.825,10.823
36.333,10.467,11.699,10.07,10.745,9.814,10.819
36.499,NA,NA,10.064,NA,NA,NA
36.5,10.472,11.705,NA,10.76,9.824,10.827
36.666,10.47,11.704,10.068,NA,9.827,NA
36.667,NA,NA,NA,10.758,NA,10.828
36.833,10.471,11.709,10.069,10.745,9.825,10.818
36.999,10.472,11.702,NA,NA,9.832,NA
37,NA,NA,10.065,10.746,NA,10.827
37.166,10.477,NA,10.068,NA,9.831,10.83
37.167,NA,11.704,NA,10.747,NA,NA
37.333,10.479,11.718,10.071,10.755,9.832,10.826
37.499,10.481,NA,NA,NA,9.831,NA
37.5,NA,11.703,10.07,10.762,NA,10.829
37.666,10.482,NA,10.072,10.756,9.835,10.841
37.667,NA,11.726,NA,NA,NA,NA
37.833,10.48,11.715,10.072,10.762,9.831,10.828
37.999,NA,NA,10.08,NA,9.842,NA
38,10.482,11.721,NA,10.756,NA,10.829
38.166,10.484,11.721,10.08,NA,9.835,10.824
38.167,NA,NA,NA,10.768,NA,NA
38.333,10.483,11.728,10.078,10.763,9.833,10.837
38.499,10.488,11.726,10.075,NA,NA,NA
38.5,NA,NA,NA,10.759,9.835,10.831
38.666,10.485,11.733,10.08,NA,9.84,10.842
38.667,NA,NA,NA,10.766,NA,NA
38.833,10.493,11.717,10.081,10.759,9.84,10.839
38.999,10.486,11.732,10.087,NA,NA,NA
39,NA,NA,NA,10.759,9.844,10.839
39.166,10.488,11.729,10.09,NA,NA,NA
39.167,NA,NA,NA,10.76,9.846,10.832
39.333,10.494,11.739,10.084,10.752,9.843,10.841
39.499,NA,NA,10.089,NA,NA,NA
39.5,10.489,11.74,NA,10.761,9.845,10.834
39.666,10.498,11.742,10.09,10.776,9.841,10.844
39.833,10.5,11.746,10.086,10.773,9.844,10.842
39.999,10.505,11.745,10.091,NA,NA,NA
40,NA,NA,NA,10.771,9.837,10.838
40.166,NA,11.749,10.094,10.779,9.845,10.844
40.167,10.502,NA,NA,NA,NA,NA
40.333,10.507,11.754,10.1,10.763,9.847,10.841
40.499,NA,11.754,10.096,NA,9.845,10.838
40.5,10.51,NA,NA,10.765,NA,NA
40.666,10.507,NA,NA,NA,9.846,10.848
40.667,NA,11.756,10.093,10.77,NA,NA
40.833,10.506,11.753,10.094,10.774,9.852,10.843
40.999,NA,NA,NA,NA,NA,10.846
41,10.509,11.758,10.099,10.771,9.849,NA
41.166,NA,11.759,10.093,10.77,NA,10.854
41.167,10.517,NA,NA,NA,9.853,NA
41.333,10.516,11.756,10.088,10.763,9.857,10.84
