"delta_t","5","7","3","2","4","1"
35.16,NA,NA,11.885,NA,NA,10.658
35.161,8.728,11.164,NA,11.131,9.867,NA
35.327,8.723,11.158,11.893,11.129,9.869,10.649
35.493,NA,NA,11.889,NA,NA,10.663
35.494,8.73,11.168,NA,11.133,9.865,NA
35.66,NA,NA,11.896,NA,9.876,10.648
35.661,8.744,11.169,NA,11.133,NA,NA
35.827,8.744,11.167,11.892,11.127,9.878,10.654
35.993,NA,NA,11.903,NA,NA,NA
35.994,8.741,11.167,NA,11.142,9.878,10.655
36.16,8.752,NA,NA,11.136,9.863,10.655
36.161,NA,11.178,11.899,NA,NA,NA
36.327,8.748,11.184,11.893,11.142,9.868,10.66
36.493,8.758,NA,11.9,NA,9.868,10.656
36.494,NA,11.174,NA,11.14,NA,NA
36.66,8.75,11.183,11.898,11.142,NA,NA
36.661,NA,NA,NA,NA,9.873,10.664
36.827,8.759,11.209,11.913,11.144,9.869,10.686
36.993,NA,11.237,NA,11.153,NA,NA
36.994,8.779,NA,11.93,NA,9.889,10.722
37.16,NA,NA,NA,11.135,NA,NA
37.161,8.797,11.252,11.959,NA,9.876,10.752
37.327,8.813,11.269,11.98,11.144,9.882,10.766
37.493,NA,11.289,NA,11.146,9.884,10.771
37.494,8.834,NA,12.002,NA,NA,NA
37.66,8.838,NA,12.011,11.146,NA,NA
37.661,NA,11.291,NA,NA,9.889,10.788
37.827,8.851,11.315,12.032,11.164,9.9,10.787
37.993,NA,NA,NA,11.182,NA,NA
37.994,8.857,11.315,12.032,NA,9.911,10.803
38.16,8.859,NA,NA,11.187,9.919,10.803
38.161,NA,11.323,12.047,NA,NA,NA
38.327,8.875,11.322,12.048,11.188,9.94,10.799
38.493,8.879,NA,NA,11.191,NA,10.802
38.494,NA,11.324,12.057,NA,9.936,NA
38.66,8.877,NA,12.072,11.193,9.954,10.812
38.661,NA,11.324,NA,NA,NA,NA
38.827,8.881,11.332,12.073,11.21,9.964,10.814
38.993,8.889,11.339,NA,11.22,NA,10.827
38.994,NA,NA,12.077,NA,9.989,NA
39.16,8.886,NA,NA,11.223,NA,10.815
39.161,NA,11.333,12.081,NA,9.997,NA
39.327,8.901,11.338,12.085,11.222,9.999,10.83
39.493,8.898,NA,NA,11.226,NA,10.83
39.494,NA,11.346,12.097,NA,9.996,NA
39.66,8.905,NA,NA,11.228,NA,10.835
39.661,NA,11.355,12.096,NA,9.993,NA
39.827,8.903,11.354,12.102,11.228,9.996,10.839
39.993,NA,11.363,NA,NA,NA,NA
39.994,8.907,NA,12.105,11.235,9.998,10.852
40.16,8.926,11.363,12.119,NA,9.993,NA
40.161,NA,NA,NA,11.255,NA,10.855
40.327,8.922,11.367,12.116,11.266,9.996,10.864
40.493,NA,NA,12.114,NA,10.006,NA
40.494,8.916,11.371,NA,11.265,NA,10.854
40.66,8.924,NA,12.126,11.279,10.012,10.843
40.661,NA,11.367,NA,NA,NA,NA
40.827,8.93,11.366,12.12,11.28,10.007,10.847
40.994,8.927,11.369,12.125,11.266,10.006,10.848
41.16,NA,NA,NA,NA,10.028,10.846
41.161,8.922,11.362,12.126,11.288,NA,NA
41.327,8.929,11.366,12.131,11.293,10.047,10.853
41.493,NA,NA,NA,NA,NA,10.861
41.494,8.935,11.369,12.13,11.306,10.045,NA
41.66,8.937,11.382,12.135,11.293,NA,10.854
41.661,NA,NA,NA,NA,10.042,NA
41.827,8.94,11.375,12.142,11.302,10.039,10.866
41.993,NA,NA,NA,NA,10.049,NA
41.994,8.943,11.376,12.143,11.315,NA,10.857
42.16,NA,NA,NA,NA,10.059,10.871
42.161,8.946,11.377,12.149,11.326,NA,NA
42.327,8.947,11.384,12.15,11.322,10.064,10.865
42.493,8.952,NA,NA,11.318,NA,NA
42.494,NA,11.396,12.158,NA,10.063,10.88
42.66,8.953,11.394,NA,11.312,10.052,10.874
42.661,NA,NA,12.16,NA,NA,NA
42.827,8.956,11.394,12.162,11.303,10.055,10.887
42.993,NA,NA,NA,NA,10.064,10.888
42.994,8.954,11.389,12.165,11.298,NA,NA
43.16,8.962,11.397,12.168,NA,10.046,10.891
43.161,NA,NA,NA,11.289,NA,NA
43.327,8.964,11.395,12.177,11.298,10.057,10.895
43.493,NA,11.398,NA,NA,10.064,10.897
43.494,8.966,NA,12.18,11.321,NA,NA
43.66,8.967,NA,12.19,11.326,NA,NA
43.661,NA,11.398,NA,NA,10.081,10.894
43.827,8.987,11.415,12.196,11.32,10.092,10.903
43.993,8.983,NA,NA,11.327,10.096,NA
43.994,NA,11.407,12.199,NA,NA,10.899
44.16,NA,NA,12.195,NA,NA,NA
44.161,8.989,11.41,NA,11.321,10.1,10.904
