"delta_t","1","2","7","4","3","5"
1.001,NA,11.719,NA,NA,NA,NA
1.002,10.622,NA,11.249,10.692,12.749,9.966
1.168,NA,NA,NA,10.691,NA,9.971
1.169,10.618,11.704,11.239,NA,12.742,NA
1.335,10.612,11.694,11.233,10.692,12.735,9.961
1.502,10.619,11.69,11.226,10.682,12.743,9.96
1.668,10.614,11.681,NA,10.677,12.736,NA
1.669,NA,NA,11.225,NA,NA,9.959
1.835,10.61,11.692,NA,10.681,12.734,9.959
1.836,NA,NA,11.228,NA,NA,NA
2.001,NA,NA,11.213,NA,NA,NA
2.002,10.608,11.695,NA,10.682,12.729,9.967
2.168,NA,11.69,NA,NA,NA,NA
2.169,10.604,NA,11.21,10.675,12.719,9.962
2.335,10.606,11.677,NA,10.664,12.719,NA
2.336,NA,NA,11.208,NA,NA,9.952
2.502,10.605,11.664,11.201,10.669,12.709,9.957
2.668,NA,11.653,11.199,10.666,12.717,9.958
2.669,10.607,NA,NA,NA,NA,NA
2.835,10.604,11.659,11.186,10.663,12.701,9.947
3.002,10.604,11.652,11.192,10.653,12.712,9.95
3.168,NA,NA,11.186,10.662,12.694,NA
3.169,10.597,11.655,NA,NA,NA,9.952
3.335,10.591,11.64,11.178,10.646,12.69,9.943
3.502,10.587,11.635,11.173,10.649,12.689,9.946
3.668,NA,NA,NA,NA,NA,9.943
3.669,10.592,11.641,11.173,10.655,12.682,NA
3.835,10.581,11.62,11.173,10.641,12.685,9.942
4.002,10.586,11.61,11.161,10.64,12.673,9.936
4.168,10.59,NA,11.163,10.643,NA,9.936
4.169,NA,11.605,NA,NA,12.674,NA
4.335,10.587,NA,11.157,10.635,NA,9.935
4.336,NA,11.608,NA,NA,12.67,NA
4.502,10.59,11.597,11.144,10.63,12.656,9.938
4.668,NA,NA,11.143,10.629,NA,NA
4.669,10.586,11.602,NA,NA,12.662,9.937
4.835,10.584,11.585,NA,NA,12.655,9.933
4.836,NA,NA,11.147,10.618,NA,NA
5.001,NA,11.582,NA,10.63,12.653,NA
5.002,10.577,NA,11.134,NA,NA,9.937
5.168,10.578,NA,11.139,NA,NA,9.932
5.169,NA,11.579,NA,10.621,12.656,NA
5.335,10.576,11.578,11.136,10.618,12.651,9.936
5.502,10.573,11.579,11.132,10.612,12.641,9.93
5.668,10.575,11.572,11.125,NA,NA,9.928
5.669,NA,NA,NA,10.612,12.647,NA
5.835,10.579,11.566,NA,10.608,12.641,NA
5.836,NA,NA,11.122,NA,NA,9.927
6.002,10.569,11.57,11.116,10.608,12.652,9.933
6.168,NA,11.57,11.109,10.603,12.637,NA
6.169,10.566,NA,NA,NA,NA,9.925
6.335,10.571,11.571,11.11,10.61,NA,9.923
6.336,NA,NA,NA,NA,12.643,NA
6.502,10.572,11.563,11.104,10.588,12.642,9.921
6.668,NA,NA,NA,NA,NA,9.914
6.669,10.567,11.559,11.1,10.593,12.639,NA
6.835,10.568,11.558,NA,NA,12.633,9.923
6.836,NA,NA,11.098,10.592,NA,NA
7.002,10.565,11.555,11.096,10.587,12.629,9.92
7.168,10.568,11.564,11.095,10.582,NA,9.918
7.169,NA,NA,NA,NA,12.631,NA
7.335,10.565,11.552,11.094,10.584,NA,9.915
7.336,NA,NA,NA,NA,12.631,NA
7.502,10.552,11.559,11.086,10.577,12.632,9.912
7.668,NA,11.547,NA,10.583,12.621,NA
7.669,10.559,NA,11.089,NA,NA,9.91
7.835,10.561,11.541,11.08,10.575,12.617,9.91
8.002,10.552,11.548,11.078,10.579,12.613,9.904
8.168,NA,NA,NA,10.572,12.614,9.907
8.169,10.557,11.544,11.075,NA,NA,NA
8.335,10.557,11.541,11.074,10.579,12.609,9.9
8.502,10.554,11.534,11.069,10.568,12.623,9.896
8.668,10.547,11.522,NA,10.575,12.616,9.91
8.669,NA,NA,11.069,NA,NA,NA
8.835,10.545,11.525,11.065,10.568,12.614,9.905
9.001,NA,NA,NA,10.565,NA,9.905
9.002,10.546,11.514,11.071,NA,12.613,NA
9.168,10.545,11.514,11.054,NA,12.595,NA
9.169,NA,NA,NA,10.558,NA,9.903
9.335,10.546,11.514,11.053,NA,12.592,NA
9.336,NA,NA,NA,10.553,NA,9.901
9.502,10.545,11.514,11.052,10.554,12.594,9.899
9.668,NA,11.506,NA,10.553,NA,9.899
9.669,10.538,NA,11.044,NA,12.576,NA
9.835,NA,11.504,11.048,10.55,12.585,9.904
9.836,10.537,NA,NA,NA,NA,NA
10.001,NA,NA,NA,10.544,NA,NA
10.002,10.539,11.504,11.043,NA,12.584,9.898
10.168,NA,11.511,NA,10.552,NA,NA
10.169,10.535,NA,11.046,NA,12.586,9.897
10.335,10.535,11.496,NA,10.539,NA,9.895
10.336,NA,NA,11.034,NA,12.586,NA
10.502,10.537,11.496,11.034,10.537,12.583,9.892
10.668,NA,NA,NA,NA,NA,9.886
10.669,10.527,11.492,11.021,10.541,12.571,NA
10.835,10.535,11.491,11.03,10.536,12.573,9.893
11.002,10.54,11.48,11.025,10.537,12.56,9.888
