"delta_t","1","2","3","4","5","7"
40.068,11.017,12.552,10.597,11.324,10.243,9.425
40.234,11.01,12.543,10.599,NA,NA,9.424
40.235,NA,NA,NA,11.32,10.239,NA
40.401,11.014,12.549,10.606,NA,NA,9.427
40.402,NA,NA,NA,11.325,10.253,NA
40.568,11.022,12.535,10.606,11.335,10.249,9.431
40.734,11.025,NA,NA,11.332,NA,NA
40.735,NA,12.543,10.611,NA,10.244,9.43
40.901,11.035,NA,NA,11.334,10.245,9.428
40.902,NA,12.547,10.611,NA,NA,NA
41.068,11.03,12.537,10.618,11.338,10.239,9.43
41.234,NA,NA,10.624,NA,10.236,NA
41.235,11.026,12.548,NA,11.336,NA,9.432
41.401,NA,12.552,10.62,NA,10.247,9.43
41.402,11.028,NA,NA,11.339,NA,NA
41.568,11.017,12.558,10.623,11.337,10.244,9.433
41.735,11.018,12.554,10.625,11.345,10.24,9.43
41.901,NA,NA,10.629,NA,NA,9.44
41.902,11.027,12.549,NA,11.348,10.247,NA
42.068,11.017,12.55,10.635,11.364,10.246,9.465
42.234,11.024,12.553,NA,11.356,NA,NA
42.235,NA,NA,10.632,NA,10.247,9.505
42.401,11.037,12.546,NA,11.361,10.244,9.596
42.402,NA,NA,10.639,NA,NA,NA
42.568,11.034,12.546,10.649,11.358,10.247,9.625
42.734,NA,NA,10.657,NA,10.235,NA
42.735,11.032,12.542,NA,11.369,NA,9.645
42.901,NA,12.545,10.657,11.361,10.245,9.68
42.902,11.044,NA,NA,NA,NA,NA
43.068,11.041,12.551,10.656,11.377,10.234,9.692
43.234,NA,12.542,10.658,NA,NA,NA
43.235,11.04,NA,NA,11.37,10.246,9.736
43.401,11.036,12.551,10.669,11.372,NA,9.753
43.402,NA,NA,NA,NA,10.245,NA
43.568,11.037,12.555,10.669,11.371,10.245,9.79
43.734,11.039,NA,NA,11.391,NA,NA
43.735,NA,12.549,10.674,NA,10.247,9.78
43.901,11.05,NA,10.672,11.387,10.245,NA
43.902,NA,12.558,NA,NA,NA,9.785
44.068,11.027,12.553,10.683,11.392,10.245,9.799
44.234,11.041,NA,NA,11.387,10.258,NA
44.235,NA,12.561,10.684,NA,NA,9.808
44.401,11.049,12.556,NA,11.394,10.252,NA
44.402,NA,NA,10.691,NA,NA,9.841
44.568,11.059,12.556,10.695,11.397,10.252,9.846
44.734,NA,12.552,NA,NA,NA,9.845
44.735,11.047,NA,10.694,11.402,10.257,NA
44.901,NA,12.563,10.707,11.406,NA,9.876
44.902,11.055,NA,NA,NA,10.255,NA
45.068,11.054,12.561,10.709,11.403,10.249,9.9
45.234,11.049,NA,NA,NA,NA,NA
45.235,NA,12.563,10.712,11.41,10.257,9.927
45.401,11.045,NA,NA,NA,NA,9.944
45.402,NA,12.567,10.717,11.405,10.253,NA
45.568,11.053,12.571,10.732,11.419,10.253,9.944
45.735,11.054,12.557,10.725,11.423,10.251,9.921
45.901,11.054,NA,NA,NA,NA,9.907
45.902,NA,12.569,10.743,11.426,10.266,NA
46.068,11.059,12.578,10.738,11.428,10.269,9.86
46.234,NA,NA,NA,NA,10.264,NA
46.235,11.069,12.573,10.748,11.443,NA,9.836
46.401,11.07,NA,NA,NA,10.267,9.854
46.402,NA,12.564,10.752,11.44,NA,NA
46.568,11.077,12.579,10.766,11.435,10.278,9.864
46.734,NA,NA,NA,NA,10.274,NA
46.735,11.07,12.575,10.768,11.45,NA,9.897
46.901,NA,12.573,10.776,11.445,10.269,9.915
46.902,11.067,NA,NA,NA,NA,NA
47.068,11.048,12.569,10.777,11.452,10.265,9.889
47.234,NA,NA,NA,NA,10.267,NA
47.235,11.067,12.572,10.783,11.457,NA,9.921
47.401,11.059,12.56,10.785,NA,10.271,9.903
47.402,NA,NA,NA,11.462,NA,NA
47.568,11.073,12.578,10.79,11.464,10.268,9.894
47.734,11.075,NA,NA,NA,NA,NA
47.735,NA,12.573,10.801,11.46,10.269,9.888
47.901,NA,NA,NA,11.472,NA,9.842
47.902,11.078,12.574,10.809,NA,10.275,NA
48.068,11.067,12.576,10.815,11.471,10.27,9.806
48.234,NA,NA,NA,NA,NA,9.806
48.235,11.057,12.579,10.82,11.48,10.277,NA
48.401,NA,12.581,10.82,NA,NA,9.852
48.402,11.069,NA,NA,11.488,10.275,NA
48.568,11.068,12.578,10.826,11.482,10.283,9.849
48.734,NA,NA,NA,NA,NA,9.863
48.735,11.069,12.582,10.833,11.498,10.279,NA
48.901,NA,NA,NA,NA,NA,9.854
48.902,11.067,12.583,10.833,11.494,10.281,NA
49.068,11.083,12.591,10.844,11.503,10.286,9.862
49.234,11.072,12.589,10.849,NA,NA,NA
49.235,NA,NA,NA,11.504,10.287,9.849
49.401,NA,12.589,10.864,11.512,NA,9.862
49.402,11.073,NA,NA,NA,10.288,NA
49.568,11.075,12.589,10.869,11.511,10.288,9.842
49.734,NA,12.595,NA,NA,NA,NA
49.735,11.088,NA,10.879,11.514,10.293,9.856
49.901,11.084,12.586,10.886,NA,NA,9.843
49.902,NA,NA,NA,11.522,10.297,NA
50.068,11.08,12.594,10.888,11.531,10.298,9.856
50.234,NA,NA,10.899,NA,NA,9.857
50.235,11.078,12.59,NA,11.524,10.305,NA
50.401,11.088,NA,10.908,NA,NA,9.854
50.402,NA,12.596,NA,11.536,10.3,NA
50.568,11.077,12.595,10.922,11.538,10.294,9.842
50.734,11.095,NA,NA,NA,NA,NA
50.735,NA,12.598,10.928,11.551,10.297,9.855
50.901,11.086,NA,10.93,NA,NA,9.889
