Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,,D,,"Device Nr: #1, DIVING-PAM-II (UWFC0119A)",,,,,,,,,,,,,,,
24-05-26,10:36:48.150,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,10:36:48.150,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 15.800 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,10:36:48.150,REG2,,"#1: alpha: 0.095, ETRm: 23.443, Ik: 246.782   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,10:36:49.546,FO,55,95,229,0,0.585,0.0,0,0.84,0,0,0,0,0,0,95,229,0.585
24-05-26,10:37:09.481,F,56,157,247,25,0.364,3.8,129,0.84,0.763,0.119,0.627,-0.073,0.686,-0.050,95,229,0.585
24-05-26,10:37:29.465,F,57,170,249,45,0.317,6.0,125,0.84,0.637,0.075,0.468,-0.080,0.742,-0.059,95,229,0.585
24-05-26,10:37:49.512,F,58,166,236,66,0.297,8.2,120,0.84,0.603,0.134,0.436,-0.030,0.725,-0.022,95,229,0.585
24-05-26,10:38:09.501,F,59,166,228,91,0.272,10.4,116,0.84,0.554,0.164,0.387,0.004,0.725,0.003,95,229,0.585
24-05-26,10:38:29.489,F,60,177,229,127,0.227,12.1,122,0.84,0.486,0.201,0.335,0.000,0.773,0.000,95,229,0.585
24-05-26,10:38:49.473,F,61,199,243,192,0.181,14.6,125,0.84,0.373,0.119,0.234,-0.058,0.869,-0.050,95,229,0.585
24-05-26,10:39:09.461,F,62,212,247,288,0.142,17.2,125,0.84,0.287,0.090,0.169,-0.073,0.926,-0.068,95,229,0.585
24-05-26,10:39:29.456,F,63,225,251,424,0.104,18.5,128,0.84,0.211,0.082,0.120,-0.088,0.983,-0.087,95,229,0.585
24-05-26,10:39:49.443,F,64,231,249,635,0.072,19.2,125,0.84,0.145,0.075,0.078,-0.080,1.009,-0.081,95,229,0.585
24-05-26,10:40:09.436,F,65,228,244,830,0.066,23.0,125,0.84,0.134,0.112,0.073,-0.061,0.996,-0.062,95,229,0.585
24-05-26,10:40:29.418,F,66,232,245,1161,0.053,25.8,125,0.84,0.108,0.104,0.058,-0.065,1.013,-0.066,95,229,0.585
24-05-26,10:40:49.410,F,67,236,247,1514,0.045,28.6,125,0.84,0.090,0.090,0.048,-0.073,1.031,-0.076,95,229,0.585
24-05-26,10:40:57.320,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,10:44:29.691,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,10:44:29.691,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 25.025 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,10:44:29.691,REG2,,"#1: alpha: 0.131, ETRm: 32.963, Ik: 251.917   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,10:44:31.076,FO,68,35,66,0,0.470,0.0,0,0.84,0,0,0,0,0,0,35,66,0.470
24-05-26,10:44:51.070,F,69,47,75,25,0.373,3.9,37,0.84,0.737,-0.226,0.580,-0.120,0.712,-0.085,35,66,0.470
24-05-26,10:45:11.059,F,70,45,70,45,0.357,6.7,38,0.84,0.781,-0.032,0.660,-0.057,0.682,-0.039,35,66,0.470
24-05-26,10:45:31.048,F,71,45,69,66,0.348,9.6,38,0.84,0.774,0.000,0.654,-0.043,0.682,-0.030,35,66,0.470
24-05-26,10:45:51.037,F,72,46,69,91,0.333,12.7,36,0.84,0.697,-0.065,0.545,-0.043,0.697,-0.030,35,66,0.470
24-05-26,10:46:11.039,F,73,46,69,127,0.333,17.8,37,0.84,0.719,-0.032,0.578,-0.043,0.697,-0.030,35,66,0.470
24-05-26,10:46:31.032,F,74,49,64,192,0.234,18.9,37,0.84,0.556,0.129,0.420,0.031,0.742,0.024,35,66,0.470
24-05-26,10:46:51.019,F,75,48,59,288,0.186,22.5,38,0.84,0.524,0.323,0.415,0.119,0.727,0.087,35,66,0.470
24-05-26,10:47:11.007,F,76,48,60,424,0.200,35.6,36,0.84,0.500,0.226,0.375,0.100,0.727,0.073,35,66,0.470
24-05-26,10:47:30.998,F,77,50,56,635,0.107,28.5,39,0.84,0.353,0.452,0.275,0.179,0.758,0.135,35,66,0.470
24-05-26,10:47:50.927,F,78,52,58,830,0.103,35.9,39,0.84,0.316,0.387,0.237,0.138,0.788,0.109,35,66,0.470
24-05-26,10:48:10.974,F,79,54,56,1161,0.036,17.6,37,0.84,0.105,0.387,0.072,0.179,0.818,0.146,35,66,0.470
24-05-26,10:48:30.967,F,80,49,53,1513,0.075,47.7,37,0.84,0.250,0.484,0.189,0.245,0.742,0.183,35,66,0.470
24-05-26,10:48:38.727,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,10:50:12.367,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,10:50:12.367,REG1,,"#1: alpha: 0.090, ETRm: 31.504, Ik: 349.582   ( beta: 0.560, ETRmPot: 573.965 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,10:50:12.367,REG2,,"#1: alpha: 0.082, ETRm: 30.154, Ik: 369.684   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,10:50:13.760,FO,81,82,132,0,0.379,0.0,0,0.84,0,0,0,0,0,0,82,132,0.379
24-05-26,10:50:33.750,F,82,98,129,25,0.240,2.5,87,0.84,0.738,0.160,0.655,0.023,0.742,0.018,82,132,0.379
24-05-26,10:50:53.742,F,83,97,129,45,0.248,4.7,87,0.84,0.762,0.160,0.683,0.023,0.735,0.017,82,132,0.379
24-05-26,10:51:13.732,F,84,99,129,66,0.233,6.5,87,0.84,0.714,0.160,0.627,0.023,0.750,0.017,82,132,0.379
24-05-26,10:51:33.719,F,85,105,133,91,0.211,8.1,88,0.84,0.622,0.100,0.521,-0.008,0.795,-0.006,82,132,0.379
24-05-26,10:51:53.707,F,86,109,138,127,0.210,11.2,91,0.84,0.617,0.060,0.515,-0.043,0.826,-0.036,82,132,0.379
24-05-26,10:52:13.696,F,87,116,145,192,0.200,16.1,98,0.84,0.617,0.060,0.521,-0.090,0.879,-0.079,82,132,0.379
24-05-26,10:52:33.681,F,88,135,159,288,0.151,18.3,102,0.84,0.421,-0.140,0.318,-0.170,1.023,-0.174,82,132,0.379
24-05-26,10:52:53.678,F,89,133,152,424,0.125,22.3,98,0.84,0.352,-0.080,0.259,-0.132,1.008,-0.133,82,132,0.379
24-05-26,10:53:13.659,F,90,132,148,635,0.108,28.8,95,0.84,0.302,-0.060,0.217,-0.108,1.000,-0.108,82,132,0.379
24-05-26,10:53:33.650,F,91,124,133,829,0.068,23.7,84,0.84,0.184,0.020,0.125,-0.008,0.939,-0.007,82,132,0.379
24-05-26,10:53:53.637,F,92,121,134,1160,0.097,47.3,92,0.84,0.310,0.160,0.236,-0.015,0.917,-0.014,82,132,0.379
24-05-26,10:54:13.623,F,93,131,135,1513,0.030,19.1,95,0.84,0.100,0.200,0.073,-0.022,0.992,-0.022,82,132,0.379
24-05-26,10:54:22.083,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,10:56:25.853,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,10:56:25.853,REG1,,"#1: alpha: 0.138, ETRm: 34.232, Ik: 247.888   ( beta: 0.268, ETRmPot: 225.725 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,10:56:25.853,REG2,,"#1: alpha: 0.133, ETRm: 30.126, Ik: 226.202   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,10:56:27.240,FO,94,93,186,0,0.500,0.0,0,0.84,0,0,0,0,0,0,93,186,0.500
24-05-26,10:56:47.227,F,95,105,160,25,0.344,3.6,90,0.84,0.786,0.247,0.674,0.163,0.565,0.091,93,186,0.500
24-05-26,10:57:07.220,F,96,103,153,45,0.327,6.2,90,0.84,0.794,0.323,0.694,0.216,0.554,0.119,93,186,0.500
24-05-26,10:57:27.208,F,97,109,156,66,0.301,8.3,93,0.84,0.746,0.323,0.636,0.192,0.586,0.113,93,186,0.500
24-05-26,10:57:47.201,F,98,111,153,91,0.275,10.5,87,0.84,0.636,0.290,0.498,0.216,0.597,0.128,93,186,0.500
24-05-26,10:58:07.190,F,99,106,145,127,0.269,14.3,88,0.84,0.684,0.387,0.568,0.283,0.570,0.161,93,186,0.500
24-05-26,10:58:27.175,F,100,114,149,192,0.235,19.0,89,0.84,0.583,0.355,0.455,0.248,0.613,0.152,93,186,0.500
24-05-26,10:58:47.129,F,101,121,161,288,0.248,30.0,100,0.84,0.656,0.344,0.542,0.155,0.651,0.101,93,186,0.500
24-05-26,10:59:07.158,F,102,151,180,424,0.161,28.7,110,0.84,0.414,0.247,0.302,0.033,0.812,0.027,93,186,0.500
24-05-26,10:59:27.143,F,103,161,182,635,0.115,30.7,113,0.84,0.304,0.258,0.213,0.022,0.866,0.019,93,186,0.500
24-05-26,10:59:47.134,F,104,181,203,829,0.108,37.6,129,0.84,0.297,0.204,0.212,-0.084,0.973,-0.081,93,186,0.500
24-05-26,11:00:07.123,F,105,227,241,1160,0.058,28.3,147,0.84,0.149,-0.011,0.096,-0.228,1.220,-0.278,93,186,0.500
24-05-26,11:00:27.107,F,106,218,226,1513,0.035,22.2,125,0.84,0.079,-0.086,0.045,-0.177,1.172,-0.207,93,186,0.500
24-05-26,11:00:35.177,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:00:52.884,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:00:54.280,FO,107,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,11:01:14.264,F,108,0,0,25,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,11:01:34.255,F,109,0,0,45,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,11:01:42.616,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:02:55.214,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:02:55.214,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.021, ETRmPot: 2.589 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:02:55.214,REG2,,"#1: alpha: 0.064, ETRm: 313.774, Ik: 4907.493   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:02:56.611,FO,110,69,116,0,0.405,0.0,0,0.84,0,0,0,0,0,0,69,116,0.405
24-05-26,11:03:16.598,F,111,85,117,25,0.274,2.9,65,0.84,0.615,-0.106,0.470,-0.009,0.733,-0.007,69,116,0.405
24-05-26,11:03:36.592,F,112,96,129,45,0.256,4.8,78,0.84,0.647,-0.085,0.526,-0.101,0.828,-0.084,69,116,0.405
24-05-26,11:03:56.578,F,113,125,158,66,0.209,5.8,101,0.84,0.579,-0.213,0.468,-0.266,1.078,-0.287,69,116,0.405
24-05-26,11:04:16.569,F,114,121,142,91,0.148,5.7,95,0.84,0.447,0.000,0.351,-0.183,1.043,-0.191,69,116,0.405
24-05-26,11:04:36.561,F,115,105,115,127,0.087,4.6,69,0.84,0.217,0.021,0.143,0.009,0.905,0.008,69,116,0.405
24-05-26,11:04:56.548,F,116,70,84,192,0.167,13.5,54,0.84,0.467,0.362,0.360,0.381,0.603,0.230,69,116,0.405
24-05-26,11:05:16.004,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:07:02.014,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:07:02.014,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 10.422 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:07:02.014,REG2,,"#1: alpha: 0.055, ETRm: 21.539, Ik: 391.944   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:07:03.415,FO,117,170,364,0,0.533,0.0,0,0.84,0,0,0,0,0,0,170,364,0.533
24-05-26,11:07:23.411,F,118,261,385,25,0.322,3.4,190,0.84,0.636,-0.005,0.463,-0.055,0.717,-0.039,170,364,0.533
24-05-26,11:07:43.398,F,119,233,329,45,0.292,5.5,176,0.84,0.627,0.211,0.474,0.106,0.640,0.068,170,364,0.533
24-05-26,11:08:03.386,F,120,241,381,66,0.367,10.2,211,0.84,0.824,0.124,0.721,-0.045,0.662,-0.029,170,364,0.533
24-05-26,11:08:23.374,F,121,318,395,91,0.195,7.5,222,0.84,0.445,0.108,0.311,-0.078,0.874,-0.069,170,364,0.533
24-05-26,11:08:43.360,F,122,333,399,127,0.165,8.8,218,0.84,0.365,0.067,0.239,-0.088,0.915,-0.080,170,364,0.533
24-05-26,11:09:03.357,F,123,330,377,192,0.125,10.1,213,0.84,0.287,0.155,0.185,-0.034,0.907,-0.032,170,364,0.533
24-05-26,11:09:23.345,F,124,293,330,288,0.112,13.5,188,0.84,0.261,0.268,0.167,0.103,0.805,0.083,170,364,0.533
24-05-26,11:09:43.334,F,125,247,269,424,0.082,14.6,158,0.84,0.198,0.428,0.127,0.353,0.679,0.239,170,364,0.533
24-05-26,11:10:03.316,F,126,235,246,635,0.045,12.0,142,0.84,0.106,0.464,0.064,0.480,0.646,0.309,170,364,0.533
24-05-26,11:10:23.299,F,127,261,277,829,0.058,20.2,152,0.84,0.128,0.356,0.075,0.314,0.717,0.225,170,364,0.533
24-05-26,11:10:43.300,F,128,253,266,1161,0.049,23.9,132,0.84,0.097,0.309,0.051,0.368,0.695,0.256,170,364,0.533
24-05-26,11:11:03.285,F,129,212,221,1513,0.041,26.1,125,0.84,0.094,0.505,0.055,0.647,0.582,0.377,170,364,0.533
24-05-26,11:11:11.005,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:12:53.873,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:12:53.873,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.069, ETRmPot: - 12.351 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:12:53.873,REG2,,"#1: alpha: 0.047, ETRm: 14.911, Ik: 317.300   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:12:55.261,FO,130,201,331,0,0.393,0.0,0,0.84,0,0,0,0,0,0,201,331,0.393
24-05-26,11:13:15.254,F,131,279,366,25,0.238,2.5,229,0.84,0.635,-0.054,0.521,-0.096,0.843,-0.081,201,331,0.393
24-05-26,11:13:35.240,F,132,277,353,45,0.215,4.1,222,0.84,0.580,-0.008,0.465,-0.062,0.837,-0.052,201,331,0.393
24-05-26,11:13:55.232,F,133,280,351,66,0.202,5.6,229,0.84,0.582,0.062,0.476,-0.057,0.846,-0.048,201,331,0.393
24-05-26,11:14:15.222,F,134,323,381,91,0.152,5.8,249,0.84,0.439,-0.015,0.338,-0.131,0.976,-0.128,201,331,0.393
24-05-26,11:14:35.208,F,135,326,371,127,0.121,6.5,243,0.84,0.352,0.015,0.262,-0.108,0.985,-0.106,201,331,0.393
24-05-26,11:14:55.195,F,136,341,376,192,0.093,7.5,227,0.84,0.235,-0.146,0.156,-0.120,1.030,-0.123,201,331,0.393
24-05-26,11:15:15.181,F,137,292,317,288,0.079,9.6,204,0.84,0.221,0.131,0.154,0.044,0.882,0.039,201,331,0.393
24-05-26,11:15:35.178,F,138,278,295,424,0.058,10.3,193,0.84,0.167,0.215,0.116,0.122,0.840,0.102,201,331,0.393
24-05-26,11:15:55.186,F,139,281,296,635,0.051,13.6,194,0.84,0.147,0.215,0.101,0.118,0.849,0.100,201,331,0.393
24-05-26,11:16:15.170,F,140,279,293,829,0.048,16.7,195,0.84,0.143,0.246,0.100,0.130,0.843,0.109,201,331,0.393
24-05-26,11:16:35.163,F,141,279,288,1160,0.031,15.1,189,0.84,0.091,0.238,0.062,0.149,0.843,0.126,201,331,0.393
24-05-26,11:16:55.147,F,142,284,291,1513,0.024,15.3,180,0.84,0.063,0.146,0.040,0.137,0.858,0.118,201,331,0.393
24-05-26,11:17:03.588,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:18:33.521,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:18:33.521,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.008, ETRmPot: 10.888 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:18:33.521,REG2,,"#1: alpha: 0.043, ETRm: 27.534, Ik: 647.281   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:18:34.919,FO,143,124,225,0,0.449,0.0,0,0.84,0,0,0,0,0,0,124,225,0.449
24-05-26,11:18:54.903,F,144,165,230,25,0.283,3.0,117,0.84,0.575,-0.119,0.408,-0.022,0.733,-0.016,124,225,0.449
24-05-26,11:19:14.887,F,145,138,192,45,0.281,5.3,103,0.84,0.607,0.119,0.453,0.172,0.613,0.106,124,225,0.449
24-05-26,11:19:34.879,F,146,125,168,66,0.256,7.1,100,0.84,0.632,0.327,0.506,0.339,0.556,0.188,124,225,0.449
24-05-26,11:19:54.871,F,147,117,148,91,0.209,8.0,92,0.84,0.554,0.446,0.436,0.520,0.520,0.271,124,225,0.449
24-05-26,11:20:14.856,F,148,124,150,127,0.173,9.2,99,0.84,0.510,0.495,0.407,0.500,0.551,0.276,124,225,0.449
24-05-26,11:20:34.851,F,149,126,150,192,0.160,12.9,101,0.84,0.490,0.515,0.393,0.500,0.560,0.280,124,225,0.449
24-05-26,11:20:54.838,F,150,175,203,288,0.138,16.7,121,0.84,0.341,0.188,0.236,0.108,0.778,0.084,124,225,0.449
24-05-26,11:21:14.825,F,151,178,192,424,0.073,13.0,125,0.84,0.209,0.337,0.147,0.172,0.791,0.136,124,225,0.449
24-05-26,11:21:34.812,F,152,169,181,635,0.066,17.6,122,0.84,0.203,0.416,0.147,0.243,0.751,0.183,124,225,0.449
24-05-26,11:21:54.808,F,153,157,162,829,0.031,10.8,114,0.84,0.104,0.525,0.076,0.389,0.698,0.271,124,225,0.449
24-05-26,11:22:14.797,F,154,149,160,1160,0.069,33.6,117,0.84,0.256,0.574,0.201,0.406,0.662,0.269,124,225,0.449
24-05-26,11:22:34.786,F,155,226,237,1513,0.046,29.2,172,0.84,0.169,0.356,0.129,-0.051,1.004,-0.050,124,225,0.449
24-05-26,11:22:42.896,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:24:29.331,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:24:29.331,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 22.050 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:24:29.331,REG2,,"#1: alpha: 0.064, ETRm: 23.542, Ik: 365.463   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:24:30.723,FO,156,148,270,0,0.452,0.0,0,0.84,0,0,0,0,0,0,148,270,0.452
24-05-26,11:24:50.710,F,157,184,253,25,0.273,2.9,148,0.84,0.657,0.139,0.528,0.067,0.681,0.046,148,270,0.452
24-05-26,11:25:10.708,F,158,183,237,45,0.228,4.3,151,0.84,0.628,0.295,0.518,0.139,0.678,0.094,148,270,0.452
24-05-26,11:25:30.691,F,159,182,230,66,0.209,5.8,147,0.84,0.578,0.320,0.467,0.174,0.674,0.117,148,270,0.452
24-05-26,11:25:50.683,F,160,183,224,91,0.183,7.0,144,0.84,0.513,0.344,0.404,0.205,0.678,0.139,148,270,0.452
24-05-26,11:26:10.691,F,161,180,217,127,0.171,9.1,142,0.84,0.493,0.385,0.389,0.244,0.667,0.162,148,270,0.452
24-05-26,11:26:30.678,F,162,176,205,192,0.141,11.4,133,0.84,0.403,0.410,0.305,0.317,0.652,0.207,148,270,0.452
24-05-26,11:26:50.672,F,163,165,186,288,0.113,13.7,124,0.84,0.339,0.492,0.255,0.452,0.611,0.276,148,270,0.452
24-05-26,11:27:10.659,F,164,157,174,424,0.098,17.5,116,0.84,0.293,0.525,0.216,0.552,0.581,0.321,148,270,0.452
24-05-26,11:27:30.645,F,165,149,163,634,0.086,22.9,110,0.84,0.264,0.566,0.195,0.656,0.552,0.362,148,270,0.452
24-05-26,11:27:50.630,F,166,145,156,829,0.071,24.7,106,0.84,0.220,0.590,0.161,0.731,0.537,0.392,148,270,0.452
24-05-26,11:28:10.627,F,167,139,145,1160,0.041,20.0,101,0.84,0.136,0.639,0.099,0.862,0.515,0.444,148,270,0.452
24-05-26,11:28:30.612,F,168,139,145,1512,0.041,26.0,100,0.84,0.133,0.631,0.096,0.862,0.515,0.444,148,270,0.452
24-05-26,11:28:39.063,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:31:01.187,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:31:02.578,FO,169,8,17,0,0,0,0,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:31:22.563,F,170,10,18,25,0,0,6,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:31:42.553,F,171,9,16,45,0,0,6,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:32:02.540,F,172,8,14,66,0,0,5,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:32:22.490,F,173,7,14,91,0,0,4,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:32:42.522,F,174,6,10,127,0,0,1,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:33:02.515,F,175,5,10,192,0,0,0,0.84,0,0,0,0,0,0,8,17,0
24-05-26,11:33:12.680,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:35:53.496,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:35:53.496,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 6.024 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:35:53.496,REG2,,"#1: alpha: 0.072, ETRm: 10.448, Ik: 145.292   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:35:54.915,FO,176,133,312,0,0.574,0.0,0,0.84,0,0,0,0,0,0,133,312,0.574
24-05-26,11:36:14.904,F,177,194,304,25,0.362,3.8,158,0.84,0.753,0.184,0.613,0.026,0.622,0.016,133,312,0.574
24-05-26,11:36:34.889,F,178,416,615,45,0.324,6.1,341,0.84,0.726,-0.531,0.595,-0.493,1.333,-0.657,133,312,0.574
24-05-26,11:36:54.877,F,179,692,882,66,0.215,6.0,489,0.84,0.483,-1.196,0.341,-0.646,2.218,-1.433,133,312,0.574
24-05-26,11:37:14.866,F,180,1204,1415,91,0.149,5.7,667,0.84,0.282,-3.179,0.156,-0.780,3.859,-3.008,133,312,0.574
24-05-26,11:37:34.859,F,181,1231,1382,127,0.109,5.8,646,0.84,0.205,-3.112,0.108,-0.774,3.946,-3.055,133,312,0.574
24-05-26,11:37:54.844,F,182,1206,1324,192,0.089,7.2,639,0.84,0.172,-2.827,0.091,-0.764,3.865,-2.954,133,312,0.574
24-05-26,11:38:14.830,F,183,1194,1276,288,0.064,7.7,621,0.84,0.125,-2.659,0.065,-0.755,3.827,-2.891,133,312,0.574
24-05-26,11:38:34.822,F,184,1165,1225,424,0.049,8.7,607,0.84,0.097,-2.453,0.051,-0.745,3.734,-2.783,133,312,0.574
24-05-26,11:38:54.806,F,185,1150,1196,634,0.038,10.1,602,0.84,0.077,-2.318,0.040,-0.739,3.686,-2.724,133,312,0.574
24-05-26,11:39:14.805,F,186,1118,1150,829,0.028,9.7,594,0.84,0.058,-2.106,0.031,-0.729,3.583,-2.611,133,312,0.574
24-05-26,11:39:34.787,F,187,1085,1107,1160,0.020,9.7,586,0.84,0.042,-1.911,0.023,-0.718,3.478,-2.498,133,312,0.574
24-05-26,11:39:54.781,F,188,1087,1117,1512,0.027,17.1,601,0.84,0.058,-1.883,0.032,-0.721,3.484,-2.511,133,312,0.574
24-05-26,11:40:02.912,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:42:29.080,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:42:29.080,REG1,,"#1: alpha: 0.112, ETRm: 11.321, Ik: 101.352   ( beta: 1.227, ETRmPot: 353.439 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:42:29.080,REG2,,"#1: alpha: 0.100, ETRm: 9.897, Ik: 98.627   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:42:30.480,FO,189,205,441,0,0.535,0.0,0,0.84,0,0,0,0,0,0,205,441,0.535
24-05-26,11:42:50.418,F,190,289,408,25,0.292,3.1,216,0.84,0.620,0.186,0.463,0.081,0.655,0.053,205,441,0.535
24-05-26,11:43:10.463,F,191,264,355,45,0.256,4.8,207,0.84,0.615,0.373,0.482,0.242,0.599,0.145,205,441,0.535
24-05-26,11:43:30.445,F,192,329,432,66,0.238,6.6,252,0.84,0.572,0.237,0.438,0.021,0.746,0.016,205,441,0.535
24-05-26,11:43:50.435,F,193,412,504,91,0.183,7.0,269,0.84,0.391,0.004,0.255,-0.125,0.934,-0.117,205,441,0.535
24-05-26,11:44:10.365,F,194,355,405,127,0.123,6.6,259,0.84,0.342,0.381,0.250,0.089,0.805,0.072,205,441,0.535
24-05-26,11:44:30.415,F,195,369,408,192,0.096,7.7,280,0.84,0.305,0.458,0.231,0.081,0.837,0.067,205,441,0.535
24-05-26,11:44:50.405,F,196,534,629,288,0.151,18.3,399,0.84,0.413,0.025,0.309,-0.299,1.211,-0.362,205,441,0.535
24-05-26,11:45:10.394,F,197,696,726,424,0.041,7.3,331,0.84,0.076,-0.674,0.036,-0.393,1.578,-0.619,205,441,0.535
24-05-26,11:45:30.386,F,198,390,400,634,0.025,6.7,266,0.84,0.075,0.432,0.051,0.103,0.884,0.091,205,441,0.535
24-05-26,11:45:49.066,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,11:56:55.681,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,11:56:55.681,REG1,,"#1: alpha: 0.099, ETRm: 26.382, Ik: 265.303   ( beta: 0.002, ETRmPot: 29.220 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,11:56:55.681,REG2,,"#1: alpha: 0.079, ETRm: 26.046, Ik: 329.857   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,11:56:57.201,FO,199,120,234,0,0.487,0.0,0,0.84,0,0,0,0,0,0,120,234,0.487
24-05-26,11:57:17.183,F,200,123,184,25,0.332,3.5,100,0.84,0.726,0.263,0.590,0.272,0.526,0.142,120,234,0.487
24-05-26,11:57:37.174,F,201,128,176,45,0.273,5.2,105,0.84,0.676,0.377,0.555,0.330,0.547,0.180,120,234,0.487
24-05-26,11:57:57.164,F,202,126,166,66,0.241,6.7,105,0.84,0.656,0.465,0.547,0.410,0.538,0.221,120,234,0.487
24-05-26,11:58:17.152,F,203,130,165,91,0.212,8.1,102,0.84,0.556,0.447,0.436,0.418,0.556,0.232,120,234,0.487
24-05-26,11:58:37.135,F,204,148,193,127,0.233,12.4,125,0.84,0.662,0.404,0.559,0.212,0.632,0.135,120,234,0.487
24-05-26,11:58:57.128,F,205,205,247,192,0.170,13.7,148,0.84,0.424,0.132,0.306,-0.053,0.876,-0.046,120,234,0.487
24-05-26,11:59:17.123,F,206,226,261,288,0.134,16.2,141,0.84,0.292,-0.053,0.182,-0.103,0.966,-0.100,120,234,0.487
